uid,target_id,dec,kepid,kepler_name,kepoi_name,koi_bin_oedp_sig,koi_comment,koi_count,koi_datalink_dvr,koi_datalink_dvs,koi_depth,koi_depth_err1,koi_depth_err2,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_msky,koi_dikco_msky_err,koi_disp_prov,koi_disposition,koi_dor,koi_dor_err1,koi_dor_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_fittype,koi_fpflag_co,koi_fpflag_ec,koi_fpflag_nt,koi_fpflag_ss,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_stat_sig,koi_gmag,koi_hmag,koi_imag,koi_impact,koi_impact_err1,koi_impact_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_jmag,koi_kepmag,koi_kmag,koi_ldm_coeff1,koi_ldm_coeff2,koi_ldm_coeff3,koi_ldm_coeff4,koi_limbdark_mod,koi_longp,koi_longp_err1,koi_longp_err2,koi_max_mult_ev,koi_max_sngle_ev,koi_model_chisq,koi_model_dof,koi_model_snr,koi_num_transits,koi_parm_prov,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_quarters,koi_rmag,koi_ror,koi_ror_err1,koi_ror_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_score,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_sparprov,koi_srad,koi_srad_err1,koi_srad_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_tce_delivname,koi_tce_plnt_num,koi_teq,koi_teq_err1,koi_teq_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_trans_mod,koi_vet_date,koi_vet_stat,koi_zmag,ra
kplr007672215-01,7672215,43.377659,7672215,,K05411.01,,,1,007/007672/007672215/dv/kplr007672215-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,13.484,12.39,13.289,,,,,,,,,,,,,12.553,13.335,12.344,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,11.1734401,0.0002168,-0.0002168,,,,,13.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454975.596,0.0134,-0.0134,142.5962,0.0134,-0.0134,,2018-08-16,Done,13.309,287.93747
kplr007690782-01,7690782,43.322319,7690782,,K05413.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,14.673,12.444,13.862,,,,,,,,,,,,,12.77,14.105,12.379,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,428.379308,0.009399,-0.009399,,,,,14.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455355.388,0.0118,-0.0118,522.3881,0.0118,-0.0118,,2018-08-16,Done,13.759,294.51031
kplr007747091-01,7747091,43.488239,7747091,,K05418.01,,,1,007/007747/007747091/dv/kplr007747091-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,15.796,13.414,14.917,,,,,,,,,,,,,13.886,15.181,13.367,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,14.2673439,0.0002308,-0.0002308,,,,,15.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454966.965,0.0127,-0.0127,133.9655,0.0127,-0.0127,,2018-08-16,Done,14.814,289.72818
kplr007757620-01,7757620,43.41761,7757620,,K05422.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,13.964,12.244,13.413,,,,,,,,,,,,,12.534,13.579,12.183,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,360.64485255,,,,,,,13.517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455019.885,,,186.8852982,,,,2018-08-16,Done,13.366,293.41537
kplr007762153-01,7762153,43.471111,7762153,,K05423.01,,,1,007/007762/007762153/dv/kplr007762153-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,15.781,13.572,14.951,,,,,,,,,,,,,13.948,15.2,13.422,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,366.55705,0.01821,-0.01821,,,,,15.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455071.14,0.0411,-0.0411,238.1402,0.0411,-0.0411,,2018-08-16,Done,14.873,294.81995
kplr007767781-01,7767781,43.409382,7767781,,K05425.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,16.339,13.917,15.455,,,,,,,,,,,,,14.304,15.72,13.783,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,39.42516213,,,,,,,15.684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454966.196,,,133.1963483,,,,2018-08-16,Done,15.318,296.47906
kplr007770901-01,7770901,43.467789,7770901,,K05426.01,,,1,007/007770/007770901/dv/kplr007770901-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,14.14,12.095,13.513,,,,,,,,,,,,,12.461,13.701,12.098,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,124.887214,0.002758,-0.002758,,,,,13.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454966.793,0.0167,-0.0167,133.7933,0.0167,-0.0167,,2018-08-16,Done,13.438,297.29047
kplr007812990-01,7812990,43.534599,7812990,,K05431.01,,,1,007/007812/007812990/dv/kplr007812990-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,14.176,12.396,13.614,,,,,,,,,,,,,12.73,13.782,12.393,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,43.08410127,,,,,,,13.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454996.738,,,163.7383276,,,,2018-08-16,Done,13.57,288.41895
kplr007829836-01,7829836,43.509701,7829836,,K05433.01,,,1,007/007829/007829836/dv/kplr007829836-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,15.012,13.179,14.385,,,,,,,,,,,,,13.465,14.573,13.114,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,237.819002,0.007032,-0.007032,,,,,14.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455153.162,0.0186,-0.0186,320.1617,0.0186,-0.0186,,2018-08-16,Done,14.325,294.30466
kplr007830953-01,7830953,43.577499,7830953,,K05434.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,16.285,14.185,15.504,,,,,,,,,,,,,14.533,15.738,14.055,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,581.87357,0.03238,-0.03238,,,,,15.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455222.866,0.0476,-0.0476,389.8661,0.0476,-0.0476,,2018-08-16,Done,15.447,294.6467
kplr007836096-01,7836096,43.581379,7836096,,K05435.01,,,1,007/007836/007836096/dv/kplr007836096-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,16.813,13.753,15.581,,,,,,,,,,,,,14.311,15.951,13.639,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,15.9961296,0.0001158,-0.0001158,,,,,15.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454971.933,0.00642,-0.00642,138.93316,0.00642,-0.00642,,2018-08-16,Done,15.419,296.18665
kplr007881464-01,7881464,43.685799,7881464,,K05437.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,14.69,11.688,13.54,,,,,,,,,,,,,12.246,13.885,11.586,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,213.63312404,,,,,,,13.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454994.189,,,161.1886697,,,,2018-08-16,Done,13.37,288.14142
kplr007888863-01,7888863,43.61208,7888863,,K05440.01,,,1,007/007888/007888863/dv/kplr007888863-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,15.774,13.877,15.146,,,,,,,,,,,,,14.199,15.335,13.834,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,74.624063,0.001895,-0.001895,,,,,15.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455027.37,0.0273,-0.0273,194.3704,0.0273,-0.0273,,2018-08-16,Done,15.088,291.07666
kplr007917068-01,7917068,43.643162,7917068,,K05446.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,13.244,11.065,12.455,,,,,,,,,,,,,11.409,12.692,10.983,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,416.9504,0.01134,-0.01134,,,,,12.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455060.392,0.0175,-0.0175,227.392,0.0175,-0.0175,,2018-08-16,Done,12.353,299.34103
kplr007950158-01,7950158,43.796139,7950158,,K05451.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,13.824,11.211,12.87,,,,,,,,,,,,,11.702,13.156,11.145,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,529.39169,0.01297,-0.01297,,,,,13.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455220.391,0.0114,-0.0114,387.3915,0.0114,-0.0114,,2018-08-16,Done,12.739,288.03607
kplr007979297-01,7979297,43.789261,7979297,,K05455.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,15.474,13.516,14.801,,,,,,,,,,,,,13.837,15.003,13.422,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,292.09809,0.02104,-0.02104,,,,,14.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455157.438,0.0358,-0.0358,324.4378,0.0358,-0.0358,,2018-08-16,Done,14.719,297.75494
kplr008005002-01,8005002,43.83334,8005002,,K05457.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,12.334,9.856,11.313,,,,,,,,,,,,,10.32,11.619,9.808,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,578.21623,0.01613,-0.01613,,,,,11.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455180.643,0.0105,-0.0105,347.643,0.0105,-0.0105,,2018-08-16,Done,11.309,280.34219
kplr008007174-01,8007174,43.808689,8007174,,K05458.01,,,1,008/008007/008007174/dv/kplr008007174-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,16.37,13.551,15.273,,,,,,,,,,,,,14.12,15.602,13.52,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,56.648588,0.0007863,-0.0007863,,,,,15.498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455001.47,0.00924,-0.00924,168.47002,0.00924,-0.00924,,2018-08-16,Done,15.094,281.8277
kplr008009811-01,8009811,43.801361,8009811,,K05459.01,,,1,008/008009/008009811/dv/kplr008009811-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,11.823,10.195,11.318,,,,,,,,,,,,,10.456,11.47,10.143,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,53.554546,0.001423,-0.001423,,,,,11.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454993.398,0.0247,-0.0247,160.3983,0.0247,-0.0247,,2018-08-16,Done,11.309,283.37384
kplr008016650-01,8016650,43.82943,8016650,,K05461.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,14.383,11.208,13.076,,,,,,,,,,,,,11.725,13.468,11.061,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,119.079642,0.003172,-0.003172,,,,,13.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454967.035,0.0264,-0.0264,134.0349,0.0264,-0.0264,,2018-08-16,Done,12.856,286.92426
kplr008040308-01,8040308,43.85825,8040308,,K05467.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,15.786,13.487,14.942,,,,,,,,,,,,,13.87,15.195,13.382,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,502.8356901,,,,,,,15.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455067.181,,,234.1810504,,,,2018-08-16,Done,14.839,295.65958
kplr008040457-01,8040457,43.825218,8040457,,K05468.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,15.248,13.252,14.6,,,,,,,,,,,,,13.594,14.794,13.189,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,81.704814,0.001317,-0.001317,,,,,14.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454984.422,0.0112,-0.0112,151.4216,0.0112,-0.0112,,2018-08-16,Done,14.499,295.70108
kplr008044083-01,8044083,43.862,8044083,,K05470.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,16.039,14.13,15.39,,,,,,,,,,,,,14.436,15.584,14.025,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,578.21805,0.01617,-0.01617,,,,,15.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455106.326,0.0223,-0.0223,273.3259,0.0223,-0.0223,,2018-08-16,Done,15.333,296.76855
kplr008076215-01,8076215,43.98061,8076215,,K05472.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,13.195,10.809,12.35,,,,,,,,,,,,,11.258,12.603,10.727,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,97.5137491,0.0008932,-0.0008932,,,,,12.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454989.925,0.00821,-0.00821,156.92462,0.00821,-0.00821,,2018-08-16,Done,12.239,281.95456
kplr008094942-01,8094942,43.962742,8094942,,K05473.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,15.129,13.211,14.451,,,,,,,,,,,,,13.494,14.654,13.123,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,549.42772,0.01154,-0.01154,,,,,14.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454965.948,0.0186,-0.0186,132.9476,0.0186,-0.0186,,2018-08-16,Done,14.394,290.84729
kplr008099517-01,8099517,43.957169,8099517,,K05474.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,14.518,11.666,13.437,,,,,,,,,,,,,12.164,13.761,11.586,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,284.666844,0.00791,-0.00791,,,,,13.717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455155.572,0.0275,-0.0275,322.5718,0.0275,-0.0275,,2018-08-16,Done,13.265,292.50958
kplr008105398-02,8105398,43.91362,8105398,,K05475.02,,,2,008/008105/008105398/dv/kplr008105398-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,13.474,11.731,12.93,,,,,,,,,,,,,12.033,13.093,11.66,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,5.68325648,3.749e-05,-3.749e-05,,,,,13.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454967.877,0.00599,-0.00599,134.87698,0.00599,-0.00599,,2018-08-16,Done,12.873,294.49487
kplr008105719-01,8105719,43.937141,8105719,,K05476.01,,,1,008/008105/008105719/dv/kplr008105719-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,16.059,13.956,15.35,,,,,,,,,,,,,14.288,15.563,13.807,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,148.179343,0.005653,-0.005653,,,,,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455035.279,0.031,-0.031,202.2788,0.031,-0.031,,2018-08-16,Done,15.249,294.60629
kplr008125917-01,8125917,43.917721,8125917,,K05479.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,14.948,12.428,13.966,,,,,,,,,,,,,12.849,14.261,12.391,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,18.347081,0.002434,-0.002434,,,,,14.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454978.001,0.184,-0.184,145.001,0.184,-0.184,,2018-08-16,Done,13.84,299.98801
kplr008129333-01,8129333,43.973541,8129333,,K05480.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,17.244,14.631,16.265,,,,,,,,,,,,,15.116,16.558,14.512,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,57.140035,0.001951,-0.001951,,,,,16.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454978.869,0.027,-0.027,145.8694,0.027,-0.027,,2018-08-16,Done,15.929,300.87204
kplr008158429-01,8158429,44.09166,8158429,,K05482.01,,,1,008/008158/008158429/dv/kplr008158429-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,15.701,13.61,14.981,,,,,,,,,,,,,13.933,15.197,13.465,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,31.707574649,,,,,,,15.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454971.254,,,138.2539898,,,,2018-08-16,Done,14.896,289.2291
kplr008197176-01,8197176,44.081329,8197176,,K05485.01,,,1,008/008197/008197176/dv/kplr008197176-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,18.022,14.717,16.64,,,,,,,,,,,,,15.178,17.054,14.37,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,9.3589254,0.0001535,-0.0001535,,,,,17.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454966.482,0.0138,-0.0138,133.482,0.0138,-0.0138,,2018-08-16,Done,16.211,300.88522
kplr008197406-01,8197406,44.023651,8197406,,K05486.01,,,1,008/008197/008197406/dv/kplr008197406-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,12.769,11.478,12.474,,,,,,,,,,,,,11.742,12.572,11.463,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,4.15472242,1.219e-05,-1.219e-05,,,,,12.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454965.611,0.00241,-0.00241,132.61089,0.00241,-0.00241,,2018-08-16,Done,12.454,300.94186
kplr008223445-01,8223445,44.1213,8223445,,K05487.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,16.309,14.453,15.669,,,,,,,,,,,,,14.744,15.861,14.318,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,48.8130123,0.0004967,-0.0004967,,,,,15.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454990.606,0.00748,-0.00748,157.60638,0.00748,-0.00748,,2018-08-16,Done,15.634,287.91861
kplr008279146-01,8279146,44.28228,8279146,,K05497.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,11.1,9.936,10.842,,,,,,,,,,,,,10.097,10.926,9.899,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,93.359737,0.001796,-0.001796,,,,,10.869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454988.835,0.0144,-0.0144,155.8348,0.0144,-0.0144,,2018-08-16,Done,10.878,282.24631
kplr008294683-01,8294683,44.205582,8294683,,K05499.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,16.19,13.364,15.123,,,,,,,,,,,,,13.887,15.443,13.26,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,122.58481,0.01187,-0.01187,,,,,15.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455011.473,0.0775,-0.0775,178.4735,0.0775,-0.0775,,2018-08-16,Done,14.966,290.01547
kplr008295087-01,8295087,44.254017,8295087,,K05500.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,14.227,12.16,13.432,,,,,,,,,,,,,12.42,13.67,12.108,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,84.934357,0.003309,-0.003309,,,,,13.621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454990.897,0.0177,-0.0177,157.8966,0.0177,-0.0177,,2018-08-16,Done,,290.15518
kplr008307489-01,8307489,44.216881,8307489,,K05502.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,12.554,11.279,12.207,,,,,,,,,,,,,11.406,12.338,11.2,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,421.98194,0.01639,-0.01639,,,,,12.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455059.939,0.0272,-0.0272,226.9386,0.0272,-0.0272,,2018-08-16,Done,12.229,294.61761
kplr008352009-01,8352009,44.35051,8352009,,K05506.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,14.507,12.782,14.0,,,,,,,,,,,,,13.112,14.152,12.752,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,641.60204,0.02038,-0.02038,,,,,14.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455003.84,0.0275,-0.0275,170.8404,0.0275,-0.0275,,2018-08-16,Done,13.966,285.79572
kplr008378278-01,8378278,44.342991,8378278,,K05509.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,15.92,13.822,15.209,,,,,,,,,,,,,14.196,15.423,13.763,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,28.406342,0.001038,-0.001038,,,,,15.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454966.051,0.0275,-0.0275,133.0507,0.0275,-0.0275,,2018-08-16,Done,15.138,296.18494
kplr008395870-01,8395870,44.34454,8395870,,K05511.01,,,1,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,12.869,10.871,12.191,,,,,,,,,,,,,11.194,12.395,10.809,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,74.833577,0.003013,-0.003013,,,,,12.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455029.529,0.0332,-0.0332,196.5293,0.0332,-0.0332,,2018-08-16,Done,12.124,300.93237
