uid,target_id,dec,kepid,kepler_name,kepoi_name,koi_bin_oedp_sig,koi_comment,koi_count,koi_datalink_dvr,koi_datalink_dvs,koi_depth,koi_depth_err1,koi_depth_err2,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_msky,koi_dikco_msky_err,koi_disp_prov,koi_disposition,koi_dor,koi_dor_err1,koi_dor_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_fittype,koi_fpflag_co,koi_fpflag_ec,koi_fpflag_nt,koi_fpflag_ss,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_stat_sig,koi_gmag,koi_hmag,koi_imag,koi_impact,koi_impact_err1,koi_impact_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_jmag,koi_kepmag,koi_kmag,koi_ldm_coeff1,koi_ldm_coeff2,koi_ldm_coeff3,koi_ldm_coeff4,koi_limbdark_mod,koi_longp,koi_longp_err1,koi_longp_err2,koi_max_mult_ev,koi_max_sngle_ev,koi_model_chisq,koi_model_dof,koi_model_snr,koi_num_transits,koi_parm_prov,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_quarters,koi_rmag,koi_ror,koi_ror_err1,koi_ror_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_score,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_sparprov,koi_srad,koi_srad_err1,koi_srad_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_tce_delivname,koi_tce_plnt_num,koi_teq,koi_teq_err1,koi_teq_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_trans_mod,koi_vet_date,koi_vet_stat,koi_zmag,ra
kplr007512982-02,7512982,43.190102,7512982,,K01480.02,,,2,007/007512/007512982/dv/kplr007512982-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,16.619,13.946,15.573,,,,,,,,,,,,,14.424,15.887,13.858,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,7.00447892,6.256e-05,-6.256e-05,,,,,15.845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454970.899,0.00635,-0.00635,137.89902,0.00635,-0.00635,,2018-08-16,Done,15.452,286.74188
kplr007841925-02,7841925,43.527431,7841925,,K01499.02,,,3,007/007841/007841925/dv/kplr007841925-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,15.106,12.736,14.211,,,,,,,,,,,,,13.154,14.48,12.684,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,0.840594032,4.456e-06,-4.456e-06,,,,,14.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454964.741,0.00399,-0.00399,131.74104,0.00399,-0.00399,,2018-08-16,Done,14.105,297.72427
kplr011870545-01,11870545,50.114609,11870545,,K01510.01,,,1,011/011870/011870545/dv/kplr011870545-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,16.742,13.898,15.581,,,,,,,,,,,,,14.346,15.929,13.873,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,0.839961456,1.37e-06,-1.37e-06,,,,,15.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455011.354,0.00134,-0.00134,178.354,0.00134,-0.00134,,2018-08-16,Done,15.414,295.08423
kplr007663405-02,7663405,43.383781,7663405,,K01519.02,,,2,007/007663/007663405/dv/kplr007663405-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,16.086,13.437,15.062,,,,,,,,,,,,,13.925,15.369,13.354,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,57.132855,0.001069,-0.001069,,,,,15.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454985.992,0.014,-0.014,152.9919,0.014,-0.014,,2018-08-16,Done,14.939,283.47818
kplr012266636-02,12266636,50.909801,12266636,,K01522.02,,,2,012/012266/012266636/dv/kplr012266636-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,14.778,12.767,14.044,,,,,,,,,,,,,13.074,14.264,12.681,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,12.654896,0.000174,-0.000174,,,,,14.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454967.683,0.013,-0.013,134.6826,0.013,-0.013,,2018-08-16,Done,14.007,295.80658
kplr007768451-01,7768451,43.49839,7768451,,K01527.01,,,1,007/007768/007768451/dv/kplr007768451-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,15.482,13.176,14.621,,,,,,,,,,,,,13.575,14.879,13.125,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,192.667139,0.001017,-0.001017,,,,,14.826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454995.88,0.0042,-0.0042,162.87962,0.0042,-0.0042,,2018-08-16,Done,14.497,296.6713
kplr009872292-01,9872292,46.789894,9872292,,K01537.01,,,1,009/009872/009872292/dv/kplr009872292-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,12.404,10.563,,,,,,,,,,,,,,10.79,11.74,10.514,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,10.19154678,7.812e-05,-7.812e-05,,,,,11.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454969.698,0.00647,-0.00647,136.69755,0.00647,-0.00647,,2018-08-16,Done,,281.46173
kplr005475431-01,5475431,40.639622,5475431,,K01546.01,,,1,005/005475/005475431/dv/kplr005475431-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,14.969,12.951,14.236,,,,,,,,,,,,,13.33,14.456,12.848,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,0.917568975,5.1e-07,-5.1e-07,,,,,14.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454966.932,0.000454,-0.000454,133.932419,0.000454,-0.000454,,2018-08-16,Done,14.208,298.5137
kplr005283458-01,5283458,40.455959,5283458,,K01547.01,,,1,005/005283/005283458/dv/kplr005283458-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,16.138,14.157,15.474,,,,,,,,,,,,,14.5,15.673,14.127,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,30.69395532,1.556e-05,-1.556e-05,,,,,15.599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455198.665,0.000358,-0.000358,365.665214,0.000358,-0.000358,,2018-08-16,Done,15.353,294.2009
kplr008053552-01,8053552,43.897202,8053552,,K01549.01,,,1,008/008053/008053552/dv/kplr008053552-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,15.735,13.375,14.878,,,,,,,,,,,,,13.772,15.135,13.351,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,29.481061268,9.6e-06,-9.6e-06,,,,,15.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454967.224,0.000261,-0.000261,134.22446,0.000261,-0.000261,,2018-08-16,Done,14.744,299.05585
kplr007984047-01,7984047,43.75037,7984047,,K01552.01,,,1,007/007984/007984047/dv/kplr007984047-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,16.845,13.65,15.516,,,,,,,,,,,,,14.254,15.915,13.588,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,77.63424586,6.004e-05,-6.004e-05,,,,,15.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455250.153,0.000517,-0.000517,417.153212,0.000517,-0.000517,,2018-08-16,Done,15.303,298.92593
kplr008046659-01,8046659,43.876579,8046659,,K01560.01,,,1,008/008046/008046659/dv/kplr008046659-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,15.659,13.491,14.778,,,,,,,,,,,,,13.9,15.042,13.523,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,31.56904354,2.292e-05,-2.292e-05,,,,,15.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454991.3,0.000587,-0.000587,158.29983,0.000587,-0.000587,,2018-08-16,Done,14.63,297.41965
kplr005308663-02,5308663,40.456551,5308663,,K01562.02,,,2,005/005308/005308663/dv/kplr005308663-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,16.112,13.992,15.366,,,,,,,,,,,,,14.337,15.59,13.948,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,20.0679247,0.0002764,-0.0002764,,,,,15.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454983.77,0.0115,-0.0115,150.7703,0.0115,-0.0115,,2018-08-16,Done,15.252,299.556
kplr005031857-02,5031857,40.138611,5031857,,K01573.02,,,2,005/005031/005031857/dv/kplr005031857-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,14.813,12.931,14.185,,,,,,,,,,,,,13.231,14.373,12.911,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,7.136922,1.632e-05,-1.632e-05,,,,,14.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454964.753,0.00185,-0.00185,131.75317,0.00185,-0.00185,,2018-08-16,Done,14.1,296.84616
kplr010028792-03,10028792,46.96513,10028792,,K01574.03,,,4,010/010028/010028792/dv/kplr010028792-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,15.131,13.033,14.372,,,,,,,,,,,,,13.389,14.6,12.981,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,5.83393857,2.241e-05,-2.241e-05,,,,,14.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454965.634,0.00304,-0.00304,132.63426,0.00304,-0.00304,,2018-08-16,Done,14.292,297.91687
kplr010028792-04,10028792,46.96513,10028792,,K01574.04,,,4,010/010028/010028792/dv/kplr010028792-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,15.131,13.033,14.372,,,,,,,,,,,,,13.389,14.6,12.981,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,8.9772888,0.0001451,-0.0001451,,,,,14.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454966.447,0.00961,-0.00961,133.44748,0.00961,-0.00961,,2018-08-16,Done,14.292,297.91687
kplr005299459-03,5299459,40.417709,5299459,,K01576.03,,,3,005/005299/005299459/dv/kplr005299459-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,14.646,12.452,13.826,,,,,,,,,,,,,12.833,14.072,12.321,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,23.3397956,0.000585,-0.000585,,,,,13.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454979.363,0.0137,-0.0137,146.3627,0.0137,-0.0137,,2018-08-16,Done,13.714,297.79514
kplr004918309-01,4918309,40.021832,4918309,,K01582.01,,,1,004/004918/004918309/dv/kplr004918309-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,15.957,13.651,15.164,,,,,,,,,,,,,14.067,15.402,13.639,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,186.4361811,0.000489,-0.000489,,,,,15.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454979.918,0.00207,-0.00207,146.91825,0.00207,-0.00207,,2018-08-16,Done,15.071,290.12857
kplr009932970-01,9932970,46.814201,9932970,,K01587.01,,,1,009/009932/009932970/dv/kplr009932970-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,16.371,13.714,15.412,,,,,,,,,,,,,14.174,15.7,13.626,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,52.971584,0.0001058,-0.0001058,,,,,15.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454992.061,0.0016,-0.0016,159.06109,0.0016,-0.0016,,2018-08-16,Done,15.184,281.61887
kplr005542466-01,5542466,40.720879,5542466,,K01590.01,,,3,005/005542/005542466/dv/kplr005542466-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,16.487,13.48,15.326,,,,,,,,,,,,,14.036,15.674,13.452,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,12.89006728,6.012e-05,-6.012e-05,,,,,15.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455034.23,0.00325,-0.00325,201.22989,0.00325,-0.00325,,2018-08-16,Done,15.064,294.36487
kplr005542466-03,5542466,40.720879,5542466,,K01590.03,,,3,005/005542/005542466/dv/kplr005542466-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,16.487,13.48,15.326,,,,,,,,,,,,,14.036,15.674,13.452,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,4.74666128,2.779e-05,-2.779e-05,,,,,15.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454967.638,0.00478,-0.00478,134.63784,0.00478,-0.00478,,2018-08-16,Done,15.064,294.36487
kplr005039228-01,5039228,40.173424,5039228,,K01597.01,,,1,005/005039/005039228/dv/kplr005039228-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,12.882,11.409,12.598,,,,,,,,,,,,,11.583,12.681,11.321,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,7.79668781,2.065e-05,-2.065e-05,,,,,12.617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454967.421,0.0022,-0.0022,134.42081,0.0022,-0.0022,,2018-08-16,Done,,298.36884
kplr004860678-02,4860678,39.921371,4860678,,K01602.02,,,2,004/004860/004860678/dv/kplr004860678-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,15.483,13.349,14.712,,,,,,,,,,,,,13.705,14.943,13.302,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,3.03359398,3.558e-05,-3.558e-05,,,,,14.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454966.084,0.00781,-0.00781,133.08355,0.00781,-0.00781,,2018-08-16,Done,14.631,297.79691
kplr006268648-02,6268648,41.632717,6268648,,K01613.02,,,3,006/006268/006268648/dv/kplr006268648-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,11.985,10.316,,,,,,,,,,,,,,10.588,11.049,10.282,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,94.094392,0.003053,-0.003053,,,,,11.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455029.75,0.0333,-0.0333,196.7503,0.0333,-0.0333,,2018-08-16,Done,,285.47659
kplr006268648-03,6268648,41.632717,6268648,,K01613.03,,,3,006/006268/006268648/dv/kplr006268648-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,11.985,10.316,,,,,,,,,,,,,,10.588,11.049,10.282,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,20.605501,0.0002593,-0.0002593,,,,,11.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454979.507,0.0102,-0.0102,146.5069,0.0102,-0.0102,,2018-08-16,Done,,285.47659
kplr009015738-02,9015738,45.370998,9015738,,K01616.02,,,2,009/009015/009015738/dv/kplr009015738-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,11.872,10.327,11.396,,,,,,,,,,,,,10.586,11.538,10.274,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,34.775371,0.001274,-0.001274,,,,,11.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454995.206,0.0284,-0.0284,162.2065,0.0284,-0.0284,,2018-08-16,Done,11.387,289.50635
kplr004276716-01,4276716,39.346378,4276716,,K01619.01,,,1,004/004276/004276716/dv/kplr004276716-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,12.533,9.743,11.427,,,,,,,,,,,,,10.282,11.759,9.593,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,20.6654374,0.0001785,-0.0001785,,,,,11.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454965.012,0.00651,-0.00651,132.01229,0.00651,-0.00651,,2018-08-16,Done,11.281,294.99023
kplr007287683-01,7287683,42.888859,7287683,,K01622.01,,,1,007/007287/007287683/dv/kplr007287683-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,12.112,11.296,12.033,,,,,,,,,,,,,11.389,12.02,11.242,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,69.8347983,0.0003061,-0.0003061,,,,,11.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2455001.784,0.00372,-0.00372,168.78436,0.00372,-0.00372,,2018-08-16,Done,12.089,293.54889
kplr006543893-03,6543893,41.952431,6543893,,K01627.03,,,3,006/006543/006543893/dv/kplr006543893-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,16.407,13.523,15.493,,,,,,,,,,,,,14.361,15.767,13.477,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,3.80675878,4.889e-05,-4.889e-05,,,,,15.702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454966.749,0.00924,-0.00924,133.7492,0.00924,-0.00924,,2018-08-16,Done,15.378,297.58313
kplr006975129-03,6975129,42.459751,6975129,,K01628.03,,,3,006/006975/006975129/dv/kplr006975129-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,13.355,11.664,12.775,,,,,,,,,,,,,11.902,12.949,11.596,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,37.8404232,0.0002658,-0.0002658,,,,,12.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454979.776,0.00572,-0.00572,146.77624,0.00572,-0.00572,,2018-08-16,Done,12.729,298.39575
kplr009017682-01,9017682,45.388409,9017682,,K01630.01,,,1,009/009017/009017682/dv/kplr009017682-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,15.708,13.57,14.913,,,,,,,,,,,,,13.957,15.152,13.475,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,11.30507984,6.931e-05,-6.931e-05,,,,,15.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454971.136,0.00509,-0.00509,138.13638,0.00509,-0.00509,,2018-08-16,Done,14.879,290.25964
kplr009084778-01,9084778,45.46426,9084778,,K01631.01,,,1,009/009084/009084778/dv/kplr009084778-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,16.414,13.58,15.326,,,,,,,,,,,,,14.068,15.653,13.441,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,0.592243731,9e-08,-9e-08,,,,,15.639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454964.655,0.000124,-0.000124,131.654831,0.000124,-0.000124,,2018-08-16,Done,15.147,290.28094
kplr010749128-02,10749128,48.0947,10749128,,K01639.02,,,2,,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,13.908,12.276,13.379,,,,,,,,,,,,,12.519,13.538,12.245,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,9.9824036,0.0001718,-0.0001718,,,,,13.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454966.449,0.00751,-0.00751,133.44855,0.00751,-0.00751,,2018-08-16,Done,13.338,297.90045
kplr011153121-03,11153121,48.775459,11153121,,K01647.03,,,3,011/011153/011153121/dv/kplr011153121-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,14.647,12.551,13.961,,,,,,,,,,,,,12.868,14.167,12.517,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,6.33027476,7.168e-05,-7.168e-05,,,,,14.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454966.862,0.00807,-0.00807,133.86213,0.00807,-0.00807,,2018-08-16,Done,13.807,298.29495
kplr004471747-01,4471747,39.50631,4471747,,K01656.01,,,1,004/004471/004471747/dv/kplr004471747-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,15.525,13.547,14.818,,,,,,,,,,,,,13.872,15.03,13.565,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,51.3901452,0.0006219,-0.0006219,,,,,14.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454978.319,0.01,-0.01,145.3192,0.01,-0.01,,2018-08-16,Done,14.724,293.62592
kplr004830605-01,4830605,39.96801,4830605,,K01660.01,,,1,004/004830/004830605/dv/kplr004830605-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,16.094,14.145,15.409,,,,,,,,,,,,,14.502,15.614,14.093,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,35.6364022,0.0003715,-0.0003715,,,,,15.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454997.175,0.00799,-0.00799,164.17496,0.00799,-0.00799,,2018-08-16,Done,15.345,290.24103
kplr004932442-02,4932442,40.055168,4932442,,K01665.02,,,2,004/004932/004932442/dv/kplr004932442-20160209194854_dvr.pdf,,,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,14.439,12.717,13.871,,,,,,,,,,,,,12.978,14.042,12.665,,,,,,,,,,,,,,,q1_q17_dr25_sup_koi,CANDIDATE,5.91393977,4.933e-05,-4.933e-05,,,,,13.954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,2454970.172,0.00775,-0.00775,137.17182,0.00775,-0.00775,,2018-08-16,Done,13.819,294.17108
